Co,VOC,Temp,Hum,Label
39,255,26.31,64.37,0
0,265,26.3,64.42,0
30,241,26.29,64.44,0
27,277,26.28,64.45,0
18,270,26.29,64.44,0
24,277,26.28,64.44,0
25,270,26.29,64.48,0
27,257,26.3,64.38,0
25,264,26.29,64.42,0
25,249,26.3,64.42,0
26,262,26.3,64.42,0
40,267,26.32,64.43,0
25,267,26.29,64.43,0
29,269,26.31,64.45,0
26,274,26.3,64.45,0
27,267,26.3,64.44,0
25,272,26.31,64.46,0
26,270,26.31,64.44,0
27,267,26.31,64.46,0
37,272,26.31,64.41,0
27,291,26.31,64.45,0
29,263,26.32,64.47,0
25,273,26.31,64.5,0
26,269,26.31,64.5,0
28,268,26.31,64.49,0
14,271,26.31,64.51,0
25,276,26.3,64.52,0
26,268,26.32,64.52,0
25,267,26.29,64.5,0
21,270,26.3,64.52,0
24,272,26.3,64.52,0
26,274,26.32,64.5,0
46,267,26.31,64.48,0
25,267,26.3,64.49,0
23,276,26.32,64.52,0
26,273,26.32,64.56,0
31,274,26.32,64.52,0
22,271,26.33,64.51,0
28,268,26.33,64.53,0
13,270,26.33,64.54,0
26,267,26.32,64.53,0
23,268,26.32,64.49,0
26,270,26.32,64.51,0
23,278,26.32,64.55,0
25,275,26.33,64.56,0
24,278,26.33,64.5,0
46,277,26.32,64.54,0
33,271,26.33,64.54,0
23,279,26.32,64.53,0
26,283,26.33,64.57,0
27,281,26.33,64.59,0
26,283,26.32,64.6,0
24,287,26.33,64.58,0
25,266,26.34,64.63,0
26,274,26.34,64.58,0
26,280,26.33,64.56,0
30,281,26.33,64.55,0
25,294,26.33,64.57,0
26,286,26.33,64.57,0
25,297,26.32,64.59,0
25,294,26.32,64.57,0
30,277,26.33,64.64,0
29,307,26.33,64.63,0
26,299,26.33,64.61,0
25,297,26.34,64.65,0
25,294,26.34,64.63,0
26,293,26.35,64.64,0
58,300,26.33,64.59,0
25,295,26.32,64.63,0
22,301,26.32,64.63,0
37,297,26.34,64.65,0
26,298,26.34,64.68,0
21,300,26.33,64.66,0
25,299,26.34,64.67,0
25,302,26.35,64.68,0
49,305,26.34,64.62,0
21,303,26.36,64.67,0
24,300,26.34,64.69,0
25,300,26.36,64.62,0
22,310,26.35,64.64,0
25,297,26.35,64.64,0
13,298,26.35,64.65,0
25,299,26.36,64.71,0
26,305,26.35,64.68,0
26,304,26.36,64.72,0
24,306,26.35,64.71,0
27,320,26.35,64.68,0
25,301,26.36,64.72,0
24,312,26.36,64.7,0
29,306,26.36,64.74,0
32,307,26.36,64.69,0
18,308,26.35,64.72,0
26,305,26.36,64.69,0
25,304,26.36,64.73,0
26,314,26.35,64.67,0
24,314,26.36,64.71,0
29,300,26.36,64.68,0
22,307,26.37,64.7,0
25,311,26.36,64.7,0
0,313,26.36,64.73,0
25,309,26.36,64.71,0
25,314,26.36,64.72,0
22,313,26.38,64.7,0
24,313,26.35,64.73,0
27,321,26.37,64.73,0
23,313,26.38,64.7,0
24,308,26.38,64.72,0
26,311,26.36,64.72,0
26,308,26.37,64.69,0
24,317,26.37,64.74,0
17,313,26.37,64.67,0
26,308,26.38,64.71,0
6,310,26.37,64.72,0
26,329,26.38,64.73,0
25,323,26.38,64.74,0
18,331,26.39,64.78,0
25,326,26.39,64.79,0
49,327,26.39,64.79,0
26,325,26.39,64.79,0
27,327,26.39,64.79,0
0,325,26.39,64.82,0
26,319,26.39,64.81,0
24,319,26.38,64.81,0
26,330,26.39,64.83,0
24,328,26.38,64.86,0
24,338,26.4,64.82,0
28,328,26.39,64.84,0
26,324,26.4,64.83,0
27,331,26.39,64.83,0
26,319,26.4,64.85,0
25,320,26.4,64.88,0
25,326,26.4,64.8,0
24,326,26.38,64.81,0
26,322,26.38,64.83,0
25,322,26.39,64.83,0
31,325,26.39,64.85,0
26,327,26.39,64.82,0
23,333,26.38,64.84,0
24,330,26.39,64.81,0
25,330,26.4,64.83,0
26,329,26.39,64.8,0
49,326,26.38,64.8,0
26,323,26.39,64.81,0
24,324,26.4,64.82,0
22,322,26.4,64.83,0
25,321,26.41,64.86,0
25,303,26.4,64.82,0
29,320,26.41,64.8,0
23,315,26.4,64.79,0
65,318,26.4,64.79,0
31,322,26.41,64.8,0
26,319,26.41,64.79,0
19,322,26.41,64.81,0
25,320,26.42,64.79,0
24,319,26.41,64.83,0
26,319,26.42,64.81,0
24,323,26.42,64.84,0
25,323,26.42,64.8,0
25,321,26.42,64.84,0
24,317,26.42,64.85,0
25,318,26.41,64.82,0
25,321,26.43,64.83,0
26,323,26.44,64.84,0
46,323,26.44,64.8,0
28,311,26.45,64.86,0
26,301,26.44,64.83,0
25,341,26.44,64.84,0
24,324,26.46,64.84,0
25,322,26.44,64.83,0
26,330,26.44,64.82,0
25,328,26.43,64.86,0
24,328,26.44,64.81,0
26,325,26.45,64.86,0
26,324,26.46,64.85,0
25,321,26.44,64.85,0
25,323,26.44,64.83,0
24,324,26.45,64.84,0
28,327,26.45,64.85,0
27,317,26.45,64.8,0
23,324,26.45,64.86,0
24,323,26.45,64.84,0
25,323,26.45,64.87,0
24,323,26.45,64.85,0
43,319,26.46,64.85,0
27,315,26.45,64.82,0
27,304,26.45,64.85,0
21,321,26.45,64.85,0
38,306,26.45,64.83,0
25,317,26.46,64.86,0
21,314,26.46,64.8,0
25,317,26.45,64.84,0
26,316,26.46,64.82,0
43,317,26.48,64.89,0
26,312,26.45,64.87,0
26,316,26.45,64.81,0
31,315,26.46,64.85,0
37,317,26.47,64.86,0
32,318,26.45,64.9,0
25,318,26.47,64.84,0
29,332,26.45,64.9,0
25,320,26.47,64.86,0
24,319,26.47,64.88,0
27,329,26.47,64.93,0
29,317,26.47,64.96,0
25,318,26.48,64.9,0
26,302,26.49,64.92,0
25,324,26.46,64.9,0
26,320,26.47,64.88,0
25,312,26.48,64.87,0
25,319,26.47,64.85,0
23,329,26.48,64.87,0
25,316,26.48,64.83,0
25,312,26.48,64.89,0
23,316,26.48,64.89,0
25,317,26.47,64.85,0
25,308,26.49,64.9,0
35,302,26.48,64.9,0
25,301,26.49,64.87,0
26,301,26.51,64.91,0
25,311,26.5,64.85,0
26,314,26.5,64.89,0
18,308,26.5,64.93,0
23,308,26.5,64.87,0
45,314,26.51,64.85,0
24,312,26.51,64.82,0
22,291,26.52,64.9,0
12,311,26.52,64.88,0
21,316,26.51,64.85,0
24,316,26.52,64.84,0
25,311,26.51,64.88,0
27,313,26.52,64.83,0
26,319,26.52,64.85,0
25,313,26.51,64.88,0
26,312,26.52,64.84,0
0,312,26.52,64.86,0
27,320,26.52,64.88,0
25,319,26.51,64.87,0
25,322,26.51,64.89,0
25,330,26.52,64.89,0
25,323,26.52,64.95,0
25,322,26.52,64.89,0
27,317,26.52,64.85,0
30,323,26.52,64.89,0
24,320,26.53,64.86,0
25,316,26.52,64.87,0
28,328,26.51,64.86,0
24,326,26.52,64.85,0
24,320,26.54,64.85,0
25,330,26.54,64.88,0
24,325,26.54,64.83,0
31,323,26.54,64.89,0
26,338,26.54,64.81,0
26,312,26.55,64.89,0
24,320,26.54,64.86,0
25,320,26.54,64.87,0
24,319,26.54,64.82,0
25,322,26.55,64.89,0
3,317,26.57,64.88,0
28,333,26.56,64.85,0
21,319,26.55,64.84,0
26,316,26.56,64.87,0
52,307,26.56,64.82,0
33,317,26.56,64.82,0
23,325,26.56,64.84,0
24,317,26.56,64.84,0
29,292,26.56,64.88,0
24,320,26.56,64.84,0
25,315,26.57,64.84,0
12,328,26.56,64.84,0
23,326,26.57,64.82,0
27,325,26.58,64.86,0
25,322,26.56,64.84,0
25,320,26.57,64.86,0
25,322,26.56,64.84,0
24,319,26.57,64.89,0
36,319,26.57,64.9,0
24,320,26.57,64.88,0
24,320,26.56,64.85,0
26,330,26.57,64.86,0
19,321,26.58,64.84,0
26,321,26.58,64.87,0
25,319,26.58,64.9,0
20,324,26.58,64.87,0
28,319,26.57,64.9,0
24,321,26.57,64.9,0
25,323,26.58,64.93,0
23,328,26.58,64.9,0
31,321,26.59,64.9,0
26,315,26.58,64.86,0
23,318,26.58,64.89,0
26,322,26.58,64.87,0
25,316,26.6,64.89,0
25,334,26.6,64.89,0
14,328,26.6,64.92,0
26,329,26.6,64.89,0
25,328,26.6,64.89,0
22,333,26.6,64.92,0
0,326,26.58,64.9,0
24,331,26.58,64.92,0
26,323,26.58,64.9,0
22,324,26.59,64.86,0
28,322,26.59,64.92,0
25,324,26.59,64.94,0
25,325,26.6,64.95,0
23,325,26.61,64.94,0
29,322,26.59,64.95,0
25,322,26.6,64.95,0
25,322,26.59,64.89,0
0,323,26.61,64.94,0
25,321,26.61,64.91,0
25,327,26.6,64.95,0
14,323,26.61,64.92,0
25,318,26.61,64.91,0
26,320,26.61,64.93,0
17,318,26.64,64.95,0
25,322,26.63,64.91,0
12,322,26.64,64.9,0
25,324,26.64,64.9,0
24,319,26.65,64.89,0
25,319,26.63,64.96,0
26,331,26.63,64.91,0
26,320,26.64,64.9,0
25,325,26.64,64.89,0
0,324,26.63,64.89,0
25,324,26.66,64.92,0
25,321,26.63,64.93,0
26,320,26.64,64.94,0
24,311,26.63,64.92,0
27,321,26.62,64.9,0
26,322,26.64,64.86,0
34,322,26.64,64.87,0
27,312,26.66,64.9,0
25,321,26.65,64.91,0
25,314,26.65,64.9,0
29,328,26.65,64.9,0
31,325,26.64,64.9,0
26,320,26.65,64.88,0
17,329,26.65,64.89,0
35,329,26.66,64.87,0
25,324,26.66,64.87,0
25,323,26.66,64.86,0
25,319,26.65,64.92,0
23,328,26.65,64.87,0
20,328,26.67,64.85,0
26,331,26.67,64.91,0
46,323,26.67,64.92,0
18,318,26.66,64.94,0
25,327,26.67,64.92,0
27,315,26.68,64.9,0
20,319,26.69,64.89,0
24,312,26.68,64.92,0
25,322,26.68,64.92,0
27,325,26.68,64.9,0
0,315,26.66,64.92,0
25,318,26.66,64.93,0
25,318,26.66,64.9,0
25,319,26.66,64.91,0
19,323,26.68,64.94,0
28,326,26.68,64.9,0
26,318,26.68,64.94,0
25,316,26.69,64.89,0
34,317,26.7,64.9,0
24,321,26.68,64.93,0
26,320,26.69,64.92,0
23,320,26.67,64.9,0
25,323,26.69,64.81,0
25,321,26.69,64.91,0
25,320,26.69,64.9,0
38,319,26.7,64.9,0
25,316,26.69,64.87,0
25,326,26.7,64.94,0
26,326,26.7,64.87,0
25,325,26.7,64.88,0
22,301,26.68,64.89,0
47,323,26.71,64.88,0
25,329,26.71,64.89,0
25,323,26.71,64.88,0
13,330,26.71,64.82,0
27,326,26.71,64.88,0
26,328,26.72,64.84,0
24,330,26.74,64.88,0
25,324,26.72,64.87,0
25,332,26.74,64.86,0
25,326,26.74,64.87,0
25,322,26.75,64.85,0
45,321,26.73,64.83,0
21,333,26.74,64.81,0
35,320,26.74,64.83,0
26,320,26.74,64.8,0
25,324,26.75,64.84,0
44,326,26.75,64.85,0
24,319,26.73,64.79,0
25,314,26.74,64.79,0
23,322,26.73,64.79,0
61,320,26.74,64.83,0
15,322,26.74,64.87,0
25,314,26.75,64.88,0
25,332,26.75,64.83,0
29,338,26.76,64.89,0
35,320,26.75,64.82,0
26,312,26.75,64.82,0
14,333,26.75,64.88,0
25,339,26.74,64.82,0
25,330,26.75,64.86,0
34,332,26.75,64.79,0
25,335,26.74,64.82,0
25,335,26.75,64.86,0
23,330,26.75,64.84,0
26,331,26.76,64.79,0
25,345,26.76,64.83,0
35,338,26.75,64.85,0
25,339,26.76,64.81,0
25,336,26.75,64.83,0
25,338,26.77,64.81,0
24,351,26.77,64.85,0
25,337,26.77,64.84,0
28,329,26.77,64.8,0
24,337,26.78,64.81,0
25,334,26.77,64.83,0
26,339,26.77,64.83,0
25,334,26.78,64.81,0
25,335,26.78,64.82,0
20,332,26.77,64.81,0
24,348,26.77,64.83,0
31,343,26.79,64.89,0
25,342,26.77,64.82,0
24,347,26.78,64.79,0
27,344,26.78,64.79,0
31,348,26.78,64.83,0
25,348,26.79,64.83,0
25,345,26.8,64.76,0
23,351,26.79,64.82,0
26,345,26.8,64.76,0
25,335,26.8,64.79,0
25,350,26.8,64.78,0
23,347,26.79,64.74,0
25,350,26.79,64.75,0
22,348,26.8,64.77,0
25,348,26.8,64.77,0
36,354,26.8,64.81,0
25,351,26.8,64.78,0
25,335,26.8,64.77,0
26,335,26.81,64.74,0
25,345,26.81,64.81,0
25,351,26.82,64.78,0
14,344,26.82,64.82,0
22,339,26.81,64.81,0
28,340,26.81,64.77,0
25,346,26.83,64.81,0
43,347,26.84,64.76,0
26,344,26.83,64.77,0
25,342,26.84,64.78,0
25,347,26.83,64.73,0
22,360,26.85,64.72,0
42,344,26.83,64.77,0
26,351,26.84,64.75,0
25,350,26.82,64.72,0
26,340,26.83,64.74,0
24,346,26.86,64.69,0
26,347,26.85,64.78,0
24,343,26.85,64.75,0
26,346,26.84,64.72,0
24,359,26.86,64.76,0
35,344,26.85,64.78,0
25,346,26.86,64.77,0
24,348,26.84,64.73,0
27,348,26.85,64.76,0
25,343,26.86,64.73,0
28,346,26.86,64.71,0
25,346,26.86,64.74,0
25,357,26.86,64.72,0
24,350,26.86,64.69,0
34,349,26.86,64.71,0
25,362,26.84,64.7,0
25,349,26.86,64.69,0
25,344,26.85,64.72,0
24,352,26.85,64.69,0
25,351,26.86,64.7,0
34,348,26.86,64.71,0
23,349,26.86,64.71,0
18,350,26.88,64.7,0
25,356,26.87,64.7,0
25,349,26.89,64.67,0
20,357,26.87,64.69,0
37,355,26.87,64.68,0
24,353,26.87,64.66,0
27,352,26.87,64.63,0
25,351,26.88,64.67,0
26,356,26.87,64.63,0
47,354,26.87,64.69,0
22,351,26.87,64.65,0
25,350,26.89,64.65,0
25,352,26.89,64.66,0
49,356,26.89,64.68,0
24,355,26.9,64.61,0
33,350,26.89,64.65,0
25,358,26.88,64.68,0
14,367,26.89,64.67,0
25,371,26.88,64.68,0
25,373,26.89,64.68,0
13,370,26.89,64.65,0
33,374,26.89,64.64,0
40,373,26.91,64.67,0
24,372,26.9,64.68,0
25,354,26.89,64.61,0
26,374,26.9,64.63,0
25,364,26.89,64.59,0
25,369,26.89,64.58,0
25,370,26.9,64.61,0
28,386,26.9,64.64,0
45,369,26.92,64.63,0
25,371,26.91,64.63,0
20,364,26.91,64.62,0
32,371,26.91,64.62,0
22,392,26.92,64.64,0
25,377,26.91,64.63,0
29,368,26.91,64.63,0
22,370,26.91,64.67,0
23,372,26.91,64.62,0
25,368,26.93,64.63,0
26,376,26.91,64.64,0
25,364,26.92,64.66,0
22,373,26.92,64.62,0
27,368,26.92,64.68,0
25,362,26.92,64.64,0
25,374,26.93,64.69,0
22,377,26.93,64.67,0
26,376,26.93,64.67,0
26,376,26.92,64.7,0
24,377,26.92,64.66,0
21,368,26.93,64.69,0
25,379,26.94,64.62,0
28,394,26.95,64.66,0
26,378,26.93,64.66,0
24,375,26.93,64.7,0
46,378,26.93,64.66,0
15,372,26.94,64.66,0
26,371,26.95,64.64,0
26,380,26.93,64.67,0
24,368,26.94,64.67,0
25,372,26.94,64.71,0
45,371,26.94,64.69,0
29,361,26.93,64.66,0
24,370,26.95,64.68,0
25,373,26.95,64.67,0
38,372,26.94,64.69,0
26,368,26.94,64.67,0
21,367,26.95,64.64,0
34,372,26.95,64.64,0
18,377,26.95,64.59,0
0,382,26.94,64.62,0
20,375,26.95,64.61,0
19,380,26.96,64.63,0
25,373,26.97,64.65,0
25,371,26.96,64.61,0
26,370,26.97,64.64,0
24,368,26.98,64.61,0
37,376,26.96,64.61,0
0,371,26.97,64.61,0
31,370,26.97,64.6,0
19,370,26.95,64.65,0
0,368,26.96,64.6,0
21,373,26.97,64.62,0
29,375,26.97,64.56,0
25,377,26.97,64.62,0
24,377,26.98,64.63,0
29,374,26.97,64.61,0
26,375,26.96,64.59,0
0,371,26.96,64.64,0
25,367,26.95,64.61,0
25,367,26.97,64.63,0
25,346,26.97,64.58,0
34,371,26.98,64.6,0
25,374,26.95,64.61,0
28,369,26.97,64.61,0
13,375,26.97,64.6,0
30,371,26.97,64.65,0
24,373,26.98,64.61,0
35,369,26.98,64.63,0
25,361,26.98,64.65,0
25,373,26.98,64.65,0
24,381,26.98,64.59,0
50,368,26.98,64.66,0
21,365,26.97,64.64,0
25,371,26.98,64.62,0
25,367,26.98,64.65,0
25,369,26.97,64.63,0
25,368,26.99,64.66,0
25,377,26.99,64.64,0
32,375,27.0,64.63,0
24,367,26.99,64.65,0
25,364,26.99,64.57,0
25,372,26.99,64.64,0
23,369,27.0,64.61,0
25,368,27.01,64.63,0
20,372,27.01,64.65,0
24,392,27.02,64.57,0
28,374,27.01,64.59,0
25,372,27.03,64.63,0
24,368,27.03,64.6,0
36,374,27.02,64.55,0
25,368,27.01,64.54,0
16,373,27.01,64.57,0
25,369,27.01,64.59,0
29,370,27.02,64.54,0
25,367,27.01,64.59,0
25,368,27.02,64.55,0
26,371,27.01,64.59,0
25,368,27.01,64.52,0
26,367,27.03,64.55,0
19,371,27.03,64.54,0
26,371,27.04,64.56,0
25,367,27.05,64.56,0
25,370,27.02,64.55,0
24,371,27.02,64.57,0
62,367,27.02,64.52,0
13,369,27.04,64.58,0
26,362,27.03,64.47,0
23,371,27.04,64.56,0
25,367,27.03,64.51,0
27,375,27.03,64.5,0
25,368,27.04,64.52,0
25,374,27.03,64.55,0
21,350,27.03,64.51,0
28,386,27.05,64.57,0
28,374,27.03,64.51,0
25,370,27.05,64.54,0
25,348,27.07,64.51,0
24,371,27.06,64.48,0
25,371,27.06,64.47,0
25,374,27.06,64.45,0
25,375,27.07,64.49,0
27,374,27.07,64.43,0
21,372,27.07,64.47,0
25,371,27.06,64.48,0
25,375,27.05,64.46,0
26,370,27.06,64.47,0
24,375,27.07,64.46,0
21,363,27.05,64.45,0
26,370,27.06,64.43,0
25,366,27.05,64.48,0
21,367,27.05,64.47,0
33,367,27.06,64.45,0
35,373,27.08,64.46,0
19,365,27.08,64.44,0
24,366,27.08,64.41,0
30,363,27.08,64.44,0
24,364,27.09,64.43,0
18,371,27.07,64.42,0
26,366,27.08,64.41,0
25,374,27.07,64.38,0
20,361,27.09,64.41,0
26,365,27.1,64.42,0
27,367,27.09,64.41,0
21,365,27.08,64.39,0
25,359,27.08,64.37,0
24,364,27.09,64.41,0
27,356,27.1,64.38,0
28,353,27.09,64.31,0
29,356,27.1,64.33,0
47,360,27.11,64.34,0
25,362,27.1,64.28,0
25,355,27.09,64.33,0
25,375,27.1,64.35,0
25,367,27.09,64.32,0
25,363,27.1,64.31,0
43,364,27.09,64.33,0
26,359,27.1,64.29,0
43,360,27.1,64.31,0
26,360,27.11,64.33,0
25,356,27.1,64.35,0
25,355,27.11,64.31,0
25,356,27.11,64.28,0
25,357,27.13,64.31,0
25,367,27.14,64.34,0
26,364,27.12,64.24,0
25,351,27.12,64.24,0
25,357,27.12,64.22,0
25,356,27.13,64.27,0
24,353,27.12,64.25,0
26,356,27.14,64.25,0
25,346,27.14,64.28,0
15,349,27.12,64.26,0
47,347,27.14,64.24,0
37,350,27.12,64.2,0
25,349,27.12,64.19,0
27,355,27.12,64.2,0
26,356,27.12,64.2,0
18,344,27.14,64.25,0
25,344,27.13,64.21,0
21,358,27.13,64.2,0
24,338,27.13,64.24,0
25,347,27.13,64.19,0
26,342,27.14,64.15,0
25,344,27.13,64.17,0
15,340,27.14,64.15,0
36,344,27.12,64.16,0
28,358,27.12,64.15,0
25,345,27.13,64.21,0
21,328,27.14,64.19,0
32,345,27.14,64.19,0
24,348,27.14,64.17,0
26,346,27.15,64.18,0
24,347,27.15,64.15,0
24,346,27.17,64.15,0
25,337,27.17,64.11,0
26,346,27.16,64.13,0
26,343,27.17,64.12,0
25,350,27.17,64.12,0
29,364,27.17,64.04,0
26,355,27.16,64.1,0
25,350,27.19,64.09,0
27,349,27.18,64.05,0
29,347,27.18,64.06,0
14,347,27.16,63.99,0
25,347,27.17,64.08,0
21,334,27.16,64.08,0
24,352,27.17,64.05,0
16,364,27.18,64.05,0
24,337,27.17,64.08,0
22,367,27.16,64.03,0
15,367,27.17,64.05,0
25,368,27.16,64.03,0
46,366,27.17,63.99,0
37,366,27.18,64.03,0
37,367,27.18,64.03,0
25,370,27.18,64.01,0
25,375,27.18,64.02,0
44,366,27.18,63.97,0
25,375,27.17,63.96,0
26,357,27.16,63.99,0
32,357,27.16,63.99,0
0,356,27.17,64.0,0
26,355,27.17,64.0,0
25,353,27.17,64.02,0
25,352,27.18,64.0,0
32,344,27.17,64.05,0
26,359,27.18,64.02,0
28,359,27.17,64.02,0
28,359,27.19,63.98,0
27,361,27.18,63.99,0
44,362,27.19,63.96,0
14,368,27.19,63.98,0
26,362,27.19,63.99,0
27,369,27.19,63.95,0
25,355,27.19,63.92,0
37,365,27.19,63.94,0
25,358,27.19,63.94,0
42,357,27.18,63.96,0
34,369,27.19,63.93,0
33,364,27.19,63.94,0
26,363,27.18,63.97,0
26,369,27.18,63.96,0
25,369,27.18,63.96,0
25,367,27.18,63.95,0
26,363,27.2,63.96,0
26,362,27.2,63.94,0
24,355,27.2,63.93,0
24,361,27.2,63.91,0
8,354,27.2,63.88,0
27,356,27.2,63.9,0
25,358,27.21,63.85,0
25,367,27.21,63.9,0
26,366,27.21,63.87,0
26,365,27.21,63.88,0
25,363,27.22,63.86,0
25,364,27.22,63.87,0
28,370,27.2,63.84,0
25,365,27.2,63.87,0
26,355,27.21,63.81,0
26,368,27.21,63.85,0
25,367,27.19,63.84,0
24,367,27.21,63.84,0
25,366,27.23,63.79,0
27,371,27.22,63.8,0
25,365,27.22,63.78,0
25,367,27.22,63.78,0
32,368,27.23,63.78,0
29,387,27.22,63.77,0
0,371,27.22,63.8,0
25,368,27.21,63.78,0
54,356,27.21,63.79,0
25,376,27.21,63.83,0
25,373,27.22,63.8,0
0,375,27.22,63.83,0
25,370,27.21,63.75,0
26,369,27.22,63.83,0
25,374,27.22,63.73,0
25,377,27.21,63.72,0
25,367,27.23,63.72,0
0,370,27.23,63.7,0
25,370,27.25,63.71,0
25,369,27.25,63.73,0
10,364,27.24,63.72,0
25,367,27.25,63.69,0
26,369,27.25,63.7,0
25,365,27.24,63.69,0
26,365,27.24,63.68,0
21,368,27.24,63.67,0
25,371,27.24,63.69,0
25,371,27.24,63.68,0
0,368,27.25,63.7,0
25,368,27.25,63.66,0
25,373,27.24,63.64,0
24,381,27.23,63.62,0
25,385,27.24,63.66,0
25,369,27.25,63.66,0
24,364,27.26,63.66,0
34,368,27.25,63.62,0
28,370,27.25,63.6,0
32,375,27.24,63.57,0
26,391,27.25,63.6,0
14,379,27.27,63.64,0
25,373,27.25,63.6,0
29,365,27.26,63.62,0
25,372,27.24,63.65,0
25,380,27.25,63.63,0
25,377,27.25,63.64,0
22,381,27.26,63.63,0
25,373,27.27,63.59,0
24,386,27.28,63.58,0
28,350,27.28,63.58,0
29,371,27.28,63.57,0
25,371,27.27,63.54,0
13,371,27.28,63.53,0
25,375,27.26,63.54,0
25,372,27.27,63.53,0
26,367,27.26,63.52,0
30,367,27.24,63.57,0
18,371,27.24,63.55,0
25,395,27.25,63.6,0
25,380,27.25,63.52,0
17,381,27.24,63.57,0
14,373,27.27,63.61,0
25,380,27.27,63.53,0
25,372,27.27,63.54,0
25,376,27.28,63.54,0
24,372,27.28,63.53,0
23,377,27.28,63.51,0
20,373,27.28,63.5,0
25,373,27.28,63.49,0
28,375,27.27,63.48,0
22,368,27.28,63.46,0
26,374,27.27,63.52,0
24,386,27.26,63.51,0
24,378,27.3,63.46,0
25,380,27.29,63.43,0
16,374,27.29,63.51,0
26,377,27.28,63.47,0
23,365,27.27,63.44,0
46,377,27.28,63.48,0
21,376,27.28,63.49,0
25,374,27.28,63.42,0
0,380,27.28,63.44,0
26,378,27.29,63.44,0
21,374,27.29,63.43,0
30,373,27.31,63.43,0
25,376,27.29,63.41,0
38,388,27.29,63.42,0
25,386,27.28,63.4,0
25,373,27.29,63.4,0
25,368,27.28,63.4,0
26,380,27.27,63.34,0
25,377,27.28,63.42,0
25,375,27.29,63.47,0
28,375,27.28,63.45,0
22,379,27.29,63.42,0
17,373,27.3,63.42,0
25,377,27.3,63.44,0
25,386,27.3,63.42,0
26,378,27.31,63.36,0
25,389,27.3,63.37,0
26,375,27.3,63.39,0
31,373,27.29,63.32,0
24,385,27.31,63.34,0
25,375,27.3,63.36,0
25,383,27.31,63.33,0
25,382,27.31,63.3,0
25,378,27.33,63.32,0
28,383,27.32,63.26,0
23,396,27.33,63.34,0
25,389,27.32,63.28,0
29,382,27.34,63.21,0
26,378,27.33,63.26,0
25,379,27.33,63.26,0
46,378,27.34,63.18,0
25,384,27.34,63.19,0
25,398,27.36,63.21,0
25,387,27.38,63.13,0
25,377,27.36,63.12,0
33,380,27.36,63.09,0
27,387,27.38,63.06,0
25,375,27.38,63.1,0
26,378,27.38,63.02,0
34,393,27.4,63.01,0
20,381,27.37,63.07,0
25,391,27.38,63.0,0
24,380,27.39,62.99,0
11,377,27.39,63.01,0
21,374,27.37,62.98,0
25,382,27.37,63.01,0
27,382,27.38,63.03,0
25,395,27.38,62.97,0
25,372,27.38,63.01,0
25,369,27.38,62.99,0
25,388,27.38,63.0,0
22,386,27.39,63.02,0
36,383,27.38,63.01,0
25,378,27.37,63.03,0
25,366,27.37,62.96,0
25,381,27.37,62.98,0
28,387,27.36,63.0,0
17,375,27.35,63.0,0
24,375,27.36,62.96,0
25,382,27.35,63.02,0
25,372,27.36,63.04,0
6,373,27.36,63.06,0
36,379,27.36,63.03,0
20,377,27.36,63.04,0
25,381,27.35,63.02,0
25,378,27.37,63.0,0
26,377,27.37,62.97,0
22,376,27.35,63.01,0
